location_id,location,location_name,year,age_group_id,age_group,age_start,age_end,sex_id,sex,unit,metric,measure,mean,lower,upper
160,AFG,Afghanistan,2002,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.045,0.029,0.069
160,AFG,Afghanistan,2002,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.237,0.186,0.293
160,AFG,Afghanistan,2002,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.065,0.048,0.087
160,AFG,Afghanistan,2003,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.26,0.186,0.345
160,AFG,Afghanistan,2003,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.084,0.055,0.121
160,AFG,Afghanistan,2003,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.045,0.03,0.067
160,AFG,Afghanistan,2003,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.212,0.152,0.28
160,AFG,Afghanistan,2003,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.065,0.047,0.087
160,AFG,Afghanistan,2003,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.237,0.186,0.293
160,AFG,Afghanistan,2004,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.26,0.187,0.348
160,AFG,Afghanistan,2004,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.084,0.056,0.122
160,AFG,Afghanistan,2004,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.212,0.155,0.28
160,AFG,Afghanistan,2004,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.045,0.029,0.066
160,AFG,Afghanistan,2004,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.237,0.189,0.293
160,AFG,Afghanistan,2004,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.065,0.047,0.086
160,AFG,Afghanistan,2005,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.084,0.055,0.12
160,AFG,Afghanistan,2005,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.26,0.187,0.346
160,AFG,Afghanistan,2005,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.212,0.157,0.276
160,AFG,Afghanistan,2005,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.044,0.029,0.064
160,AFG,Afghanistan,2005,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.065,0.048,0.086
160,AFG,Afghanistan,2005,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.237,0.188,0.291
160,AFG,Afghanistan,2006,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.26,0.185,0.348
160,AFG,Afghanistan,2006,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.085,0.055,0.12
160,AFG,Afghanistan,2006,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.212,0.163,0.269
160,AFG,Afghanistan,2006,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.044,0.03,0.063
160,AFG,Afghanistan,2006,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.065,0.048,0.085
160,AFG,Afghanistan,2006,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.237,0.189,0.288
160,AFG,Afghanistan,2007,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.085,0.056,0.121
160,AFG,Afghanistan,2007,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.26,0.187,0.345
160,AFG,Afghanistan,2007,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.044,0.03,0.061
160,AFG,Afghanistan,2007,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.212,0.168,0.26
160,AFG,Afghanistan,2007,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.237,0.192,0.287
160,AFG,Afghanistan,2007,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.065,0.048,0.085
160,AFG,Afghanistan,2008,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.085,0.057,0.122
160,AFG,Afghanistan,2008,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.26,0.186,0.344
160,AFG,Afghanistan,2008,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.212,0.175,0.252
160,AFG,Afghanistan,2008,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.044,0.03,0.06
160,AFG,Afghanistan,2008,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.237,0.194,0.284
160,AFG,Afghanistan,2008,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.065,0.048,0.084
160,AFG,Afghanistan,2009,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.262,0.188,0.343
160,AFG,Afghanistan,2009,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.086,0.057,0.123
160,AFG,Afghanistan,2009,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.044,0.031,0.059
160,AFG,Afghanistan,2009,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.214,0.181,0.246
160,AFG,Afghanistan,2009,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.065,0.049,0.085
160,AFG,Afghanistan,2009,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.238,0.197,0.283
160,AFG,Afghanistan,2010,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.263,0.187,0.343
160,AFG,Afghanistan,2010,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.086,0.057,0.125
160,AFG,Afghanistan,2010,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.214,0.183,0.245
160,AFG,Afghanistan,2010,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.044,0.031,0.058
160,AFG,Afghanistan,2010,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.239,0.198,0.282
160,AFG,Afghanistan,2010,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.065,0.049,0.086
160,AFG,Afghanistan,2011,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.086,0.058,0.124
160,AFG,Afghanistan,2011,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.263,0.192,0.343
160,AFG,Afghanistan,2011,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.044,0.032,0.059
160,AFG,Afghanistan,2011,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.214,0.18,0.25
160,AFG,Afghanistan,2011,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.239,0.198,0.283
160,AFG,Afghanistan,2011,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.066,0.049,0.087
160,AFG,Afghanistan,2012,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.087,0.058,0.124
160,AFG,Afghanistan,2012,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.264,0.191,0.343
160,AFG,Afghanistan,2012,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.216,0.174,0.257
160,AFG,Afghanistan,2012,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.044,0.031,0.06
160,AFG,Afghanistan,2012,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.066,0.049,0.087
160,AFG,Afghanistan,2012,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.24,0.197,0.287
160,AFG,Afghanistan,2013,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.265,0.191,0.347
160,AFG,Afghanistan,2013,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.087,0.058,0.126
160,AFG,Afghanistan,2013,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.045,0.031,0.062
160,AFG,Afghanistan,2013,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.217,0.169,0.265
160,AFG,Afghanistan,2013,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.241,0.198,0.291
160,AFG,Afghanistan,2013,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.066,0.05,0.088
168,AGO,Angola,1990,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.151,0.105,0.206
168,AGO,Angola,1990,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.048,0.031,0.071
168,AGO,Angola,1990,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.064,0.04,0.095
168,AGO,Angola,1990,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.187,0.127,0.258
168,AGO,Angola,1990,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.056,0.04,0.075
168,AGO,Angola,1990,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.169,0.13,0.213
168,AGO,Angola,1991,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.048,0.031,0.071
168,AGO,Angola,1991,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.151,0.105,0.207
168,AGO,Angola,1991,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.187,0.126,0.258
168,AGO,Angola,1991,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.064,0.04,0.095
168,AGO,Angola,1991,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.169,0.129,0.213
168,AGO,Angola,1991,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.056,0.04,0.075
168,AGO,Angola,1992,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.151,0.105,0.209
168,AGO,Angola,1992,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.048,0.031,0.071
168,AGO,Angola,1992,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.187,0.127,0.26
168,AGO,Angola,1992,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.064,0.041,0.096
168,AGO,Angola,1992,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.056,0.04,0.075
168,AGO,Angola,1992,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.169,0.13,0.213
168,AGO,Angola,1993,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.048,0.031,0.071
168,AGO,Angola,1993,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.152,0.107,0.206
168,AGO,Angola,1993,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.188,0.128,0.266
168,AGO,Angola,1993,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.064,0.041,0.096
168,AGO,Angola,1993,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.056,0.04,0.076
168,AGO,Angola,1993,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.17,0.132,0.215
168,AGO,Angola,1994,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.049,0.031,0.071
168,AGO,Angola,1994,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.154,0.107,0.211
168,AGO,Angola,1994,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.19,0.131,0.27
168,AGO,Angola,1994,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.065,0.041,0.096
168,AGO,Angola,1994,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.057,0.041,0.078
168,AGO,Angola,1994,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.172,0.131,0.218
168,AGO,Angola,1995,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.05,0.031,0.072
168,AGO,Angola,1995,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.156,0.106,0.216
168,AGO,Angola,1995,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.066,0.041,0.099
168,AGO,Angola,1995,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.193,0.132,0.272
168,AGO,Angola,1995,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.058,0.042,0.078
168,AGO,Angola,1995,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.175,0.132,0.223
168,AGO,Angola,1996,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.05,0.031,0.073
168,AGO,Angola,1996,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.158,0.109,0.223
168,AGO,Angola,1996,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.067,0.041,0.102
168,AGO,Angola,1996,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.195,0.135,0.275
168,AGO,Angola,1996,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.177,0.133,0.226
168,AGO,Angola,1996,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.059,0.042,0.08
168,AGO,Angola,1997,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.051,0.032,0.075
168,AGO,Angola,1997,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.161,0.112,0.225
168,AGO,Angola,1997,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.068,0.042,0.102
168,AGO,Angola,1997,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.198,0.138,0.279
168,AGO,Angola,1997,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.06,0.043,0.08
168,AGO,Angola,1997,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.18,0.137,0.23
168,AGO,Angola,1998,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.164,0.114,0.23
168,AGO,Angola,1998,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.052,0.033,0.077
168,AGO,Angola,1998,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.201,0.141,0.278
168,AGO,Angola,1998,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.069,0.043,0.102
168,AGO,Angola,1998,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.183,0.138,0.232
168,AGO,Angola,1998,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.061,0.044,0.081
168,AGO,Angola,1999,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.052,0.033,0.078
168,AGO,Angola,1999,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.167,0.118,0.236
168,AGO,Angola,1999,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.204,0.142,0.28
168,AGO,Angola,1999,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.071,0.044,0.105
168,AGO,Angola,1999,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.062,0.045,0.082
168,AGO,Angola,1999,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.186,0.142,0.235
168,AGO,Angola,2000,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.053,0.034,0.078
168,AGO,Angola,2000,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.17,0.12,0.234
168,AGO,Angola,2000,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.207,0.143,0.282
168,AGO,Angola,2000,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.072,0.045,0.107
168,AGO,Angola,2000,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.063,0.046,0.084
168,AGO,Angola,2000,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.189,0.145,0.236
168,AGO,Angola,2001,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.054,0.034,0.079
168,AGO,Angola,2001,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.173,0.121,0.235
168,AGO,Angola,2001,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.073,0.046,0.109
168,AGO,Angola,2001,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.21,0.146,0.286
168,AGO,Angola,2001,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.191,0.146,0.238
168,AGO,Angola,2001,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.064,0.047,0.085
168,AGO,Angola,2002,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.055,0.035,0.08
168,AGO,Angola,2002,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.176,0.124,0.24
168,AGO,Angola,2002,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.075,0.047,0.109
168,AGO,Angola,2002,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.212,0.148,0.29
168,AGO,Angola,2002,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.194,0.15,0.243
168,AGO,Angola,2002,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.065,0.048,0.087
168,AGO,Angola,2003,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.178,0.126,0.245
168,AGO,Angola,2003,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.055,0.035,0.081
168,AGO,Angola,2003,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.215,0.152,0.295
168,AGO,Angola,2003,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.076,0.047,0.11
168,AGO,Angola,2003,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.197,0.155,0.246
168,AGO,Angola,2003,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.066,0.048,0.088
168,AGO,Angola,2004,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.056,0.037,0.084
168,AGO,Angola,2004,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.182,0.127,0.249
168,AGO,Angola,2004,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.077,0.047,0.115
168,AGO,Angola,2004,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.219,0.157,0.301
168,AGO,Angola,2004,9,20 to 24 yrs,20,24,3,both,pct,overweight,prevalence,0.2,0.158,0.252
168,AGO,Angola,2004,9,20 to 24 yrs,20,24,3,both,pct,obese,prevalence,0.067,0.049,0.09
168,AGO,Angola,2005,9,20 to 24 yrs,20,24,1,male,pct,overweight,prevalence,0.185,0.131,0.253
168,AGO,Angola,2005,9,20 to 24 yrs,20,24,1,male,pct,obese,prevalence,0.057,0.037,0.086
168,AGO,Angola,2005,9,20 to 24 yrs,20,24,2,female,pct,overweight,prevalence,0.222,0.158,0.303
168,AGO,Angola,2005,9,20 to 24 yrs,20,24,2,female,pct,obese,prevalence,0.078,0.048,0.115
